enrollment_id,student_id,course_id,term_code,grade_point,grade_letter,completion_status,feedback_rating,hours_per_week,engagement_score
ENR-00211,STU-0026,MAC-BU-7600,2025S,3.56,A-,completed,5.0,6.4,0.89
ENR-00212,STU-0026,MAC-COMP-8890,2025S,2.77,B,completed,3.0,9.1,0.69
ENR-01697,STU-0026,MAC-BU-8120,2025S,3.67,A-,completed,5.0,6.9,0.59
ENR-02485,STU-0026,MAC-BU-8120,2025S,3.67,A-,completed,5.0,6.9,0.59
ENR-00205,STU-0026,MAC-COMP-8340,2025W,3.38,A-,completed,5.0,9.0,0.54
ENR-00206,STU-0026,MAC-COMP-8470,2025W,3.24,B+,completed,4.0,10.4,0.78
ENR-00207,STU-0026,MAC-COMP-8150,2025W,3.56,A-,completed,5.0,8.3,0.7
ENR-00208,STU-0026,MAC-COMP-8220,2025W,3.51,A-,completed,5.0,12.6,0.56
ENR-01051,STU-0026,MAC-COMP-8130,2026F,3.8,A,completed,3.0,9.6,0.54
ENR-01467,STU-0026,MAC-COMP-8610,2026F,3.0,B,completed,5.0,12.6,0.42
ENR-00213,STU-0027,MAC-COMP-8110,2024F,3.23,B+,completed,3.0,12.9,0.68
ENR-00221,STU-0027,MAC-BU-7700,2025F,3.56,A-,completed,5.0,10.1,0.83
ENR-01475,STU-0027,MAC-COMP-8610,2025F,2.67,B-,completed,4.0,13.7,0.83
ENR-02263,STU-0027,MAC-COMP-8610,2025F,2.67,B-,completed,4.0,13.7,0.83
ENR-00218,STU-0027,MAC-COMP-8150,2025S,2.19,C+,completed,3.0,7.6,0.91
ENR-00219,STU-0027,MAC-COMP-8250,2025S,3.01,B+,completed,4.0,6.5,0.75
ENR-00220,STU-0027,MAC-BU-7500,2025S,3.28,B+,completed,3.0,7.0,0.74
ENR-00214,STU-0027,MAC-COMP-8340,2025W,3.66,A-,completed,5.0,6.1,0.46
ENR-00215,STU-0027,MAC-COMP-8470,2025W,2.71,B,completed,3.0,12.1,0.79
ENR-00217,STU-0027,MAC-COMP-8220,2025W,3.56,A-,completed,3.0,9.6,0.71
ENR-01195,STU-0027,MAC-COMP-8390,2026F,3.67,A-,completed,4.0,13.3,0.86
ENR-01698,STU-0027,MAC-BU-8120,2026F,2.67,B-,completed,4.0,8.0,0.42
ENR-01983,STU-0027,MAC-COMP-8390,2026F,3.67,A-,completed,4.0,13.3,0.86
ENR-02486,STU-0027,MAC-BU-8120,2026F,2.67,B-,completed,4.0,8.0,0.42
ENR-00225,STU-0028,MAC-COMP-8110,2024F,3.16,B+,completed,4.0,7.7,0.92
ENR-00229,STU-0028,MAC-COMP-8150,2025W,3.83,A,completed,3.0,7.2,0.95
ENR-01045,STU-0028,MAC-COMP-8130,2026F,3.8,A,completed,5.0,7.6,0.61
ENR-01833,STU-0028,MAC-COMP-8130,2026F,3.8,A,completed,5.0,7.6,0.61
ENR-01238,STU-0028,MAC-COMP-8490,2026S,3.33,B+,completed,3.0,10.6,0.79
ENR-01606,STU-0028,MAC-COMP-8740,2026S,3.0,B,completed,5.0,8.0,0.66
ENR-01650,STU-0028,MAC-COMP-8790,2026S,3.33,B+,completed,4.0,13.3,0.67
ENR-02026,STU-0028,MAC-COMP-8490,2026S,3.33,B+,completed,3.0,10.6,0.79
ENR-02394,STU-0028,MAC-COMP-8740,2026S,3.0,B,completed,5.0,8.0,0.66
ENR-02438,STU-0028,MAC-COMP-8790,2026S,3.33,B+,completed,4.0,13.3,0.67
ENR-01427,STU-0028,MAC-COMP-8590,2026W,3.8,A,completed,3.0,9.6,0.82
ENR-00230,STU-0029,MAC-COMP-8110,2024F,3.25,B+,completed,5.0,8.1,0.81
ENR-00238,STU-0029,MAC-BU-7700,2025F,3.18,B+,completed,4.0,14.0,0.74
ENR-00239,STU-0029,MAC-COMP-8720,2025F,3.48,A-,completed,5.0,7.6,0.81
ENR-00235,STU-0029,MAC-COMP-8220,2025S,2.96,B,completed,4.0,7.3,0.85
ENR-00236,STU-0029,MAC-BU-7500,2025S,3.09,B+,completed,5.0,9.0,0.8
ENR-00237,STU-0029,MAC-BU-7600,2025S,3.15,B+,completed,4.0,11.8,0.69
ENR-01032,STU-0029,MAC-COMP-8130,2025S,3.0,B,completed,3.0,10.9,0.49
ENR-01373,STU-0029,MAC-COMP-8540,2025S,3.67,A-,completed,5.0,12.6,0.9
ENR-01570,STU-0029,MAC-COMP-8700,2025S,3.8,A,completed,5.0,10.4,0.89
ENR-01820,STU-0029,MAC-COMP-8130,2025S,3.0,B,completed,3.0,10.9,0.49
ENR-02161,STU-0029,MAC-COMP-8540,2025S,3.67,A-,completed,5.0,12.6,0.9
ENR-02358,STU-0029,MAC-COMP-8700,2025S,3.8,A,completed,5.0,10.4,0.89
ENR-00247,STU-0030,MAC-COMP-8470,2025F,3.34,A-,completed,3.0,6.6,0.48
ENR-00249,STU-0030,MAC-BU-7600,2025F,2.71,B,completed,4.0,10.6,0.8
ENR-00243,STU-0030,MAC-COMP-8250,2025S,2.69,B-,completed,3.0,10.5,0.82
ENR-00244,STU-0030,MAC-COMP-8220,2025S,2.51,B-,completed,3.0,12.9,0.87
ENR-00245,STU-0030,MAC-COMP-8340,2025S,3.46,A-,completed,5.0,13.0,0.59
ENR-00246,STU-0030,MAC-COMP-8150,2025S,2.51,B-,completed,3.0,7.0,0.76
ENR-01808,STU-0030,MAC-BU-8140,2025S,3.8,A,completed,4.0,6.8,0.74
ENR-02596,STU-0030,MAC-BU-8140,2025S,3.8,A,completed,4.0,6.8,0.74
ENR-00242,STU-0030,MAC-COMP-8110,2025W,3.35,A-,completed,5.0,7.9,0.9
ENR-01046,STU-0030,MAC-COMP-8130,2026F,2.67,B-,completed,4.0,8.6,0.41
ENR-01834,STU-0030,MAC-COMP-8130,2026F,2.67,B-,completed,4.0,8.6,0.41
ENR-01422,STU-0030,MAC-COMP-8590,2026S,3.33,B+,completed,4.0,13.8,0.58
ENR-02210,STU-0030,MAC-COMP-8590,2026S,3.33,B+,completed,4.0,13.8,0.58
ENR-00254,STU-0031,MAC-COMP-8110,2024F,3.27,B+,completed,4.0,12.2,0.72
ENR-00255,STU-0031,MAC-COMP-8340,2025W,3.03,B+,completed,4.0,8.6,0.66
ENR-00256,STU-0031,MAC-COMP-8220,2025W,2.76,B,completed,3.0,9.9,0.77
ENR-01214,STU-0031,MAC-COMP-8490,2026F,3.33,B+,completed,3.0,11.8,0.52
ENR-01583,STU-0031,MAC-COMP-8700,2026F,2.67,B-,completed,4.0,9.3,0.69
ENR-01585,STU-0031,MAC-COMP-8740,2026F,2.67,B-,completed,4.0,12.2,0.83
ENR-02002,STU-0031,MAC-COMP-8490,2026F,3.33,B+,completed,3.0,11.8,0.52
ENR-02371,STU-0031,MAC-COMP-8700,2026F,2.67,B-,completed,4.0,9.3,0.69
ENR-02373,STU-0031,MAC-COMP-8740,2026F,2.67,B-,completed,4.0,12.2,0.83
ENR-01369,STU-0031,MAC-COMP-8540,2026W,3.8,A,completed,3.0,10.9,0.52
ENR-01531,STU-0032,MAC-COMP-8640,2025F,3.8,A,completed,3.0,7.1,0.82
ENR-02319,STU-0032,MAC-COMP-8640,2025F,3.8,A,completed,3.0,7.1,0.82
ENR-00260,STU-0032,MAC-COMP-8470,2025S,3.36,A-,completed,5.0,12.0,0.61
ENR-00261,STU-0032,MAC-COMP-8250,2025S,3.03,B+,completed,5.0,8.0,0.57
ENR-01154,STU-0032,MAC-COMP-8380,2025S,3.0,B,completed,5.0,7.3,0.57
ENR-01791,STU-0032,MAC-BU-8140,2025S,3.33,B+,completed,4.0,11.8,0.84
ENR-01942,STU-0032,MAC-COMP-8380,2025S,3.0,B,completed,5.0,7.3,0.57
ENR-02579,STU-0032,MAC-BU-8140,2025S,3.33,B+,completed,4.0,11.8,0.84
ENR-00259,STU-0032,MAC-COMP-8110,2025W,3.28,B+,completed,3.0,12.5,0.72
ENR-01258,STU-0032,MAC-COMP-8490,2026F,3.33,B+,completed,3.0,13.0,0.58
ENR-01771,STU-0032,MAC-BU-8130,2026F,2.67,B-,completed,5.0,6.1,0.79
ENR-02046,STU-0032,MAC-COMP-8490,2026F,3.33,B+,completed,3.0,13.0,0.58
ENR-02559,STU-0032,MAC-BU-8130,2026F,2.67,B-,completed,5.0,6.1,0.79
ENR-00264,STU-0033,MAC-COMP-8110,2025F,3.17,B+,completed,4.0,7.6,0.47
ENR-01175,STU-0033,MAC-COMP-8390,2025F,3.67,A-,completed,5.0,6.6,0.83
ENR-01963,STU-0033,MAC-COMP-8390,2025F,3.67,A-,completed,5.0,6.6,0.83
ENR-00273,STU-0033,MAC-COMP-8780,2026F,3.58,A-,completed,3.0,10.9,0.93
ENR-00274,STU-0033,MAC-COMP-8650,2026F,3.13,B+,completed,3.0,12.9,0.75
ENR-00275,STU-0033,MAC-COMP-8890,2026F,3.45,A-,completed,5.0,9.9,0.66
ENR-01726,STU-0033,MAC-BU-8130,2026F,2.33,C+,completed,5.0,13.6,0.76
ENR-02514,STU-0033,MAC-BU-8130,2026F,2.33,C+,completed,5.0,13.6,0.76
ENR-00269,STU-0033,MAC-COMP-8340,2026S,3.64,A-,completed,5.0,11.4,0.52
ENR-00270,STU-0033,MAC-BU-7500,2026S,2.83,B,completed,3.0,12.9,0.8
ENR-00271,STU-0033,MAC-BU-7700,2026S,2.87,B,completed,3.0,12.0,0.52
ENR-01663,STU-0033,MAC-COMP-8790,2026S,3.0,B,completed,5.0,6.3,0.7
ENR-02451,STU-0033,MAC-COMP-8790,2026S,3.0,B,completed,5.0,6.3,0.7
ENR-00265,STU-0033,MAC-COMP-8150,2026W,3.17,B+,completed,5.0,12.0,0.89
ENR-00276,STU-0034,MAC-COMP-8110,2025F,4.0,A+,completed,4.0,11.3,0.83
ENR-01802,STU-0034,MAC-BU-8140,2025F,3.0,B,completed,5.0,8.7,0.57
ENR-02590,STU-0034,MAC-BU-8140,2025F,3.0,B,completed,5.0,8.7,0.57
ENR-00277,STU-0034,MAC-COMP-8150,2026W,3.91,A+,completed,3.0,11.9,0.54
ENR-00279,STU-0034,MAC-COMP-8250,2026W,3.24,B+,completed,4.0,12.0,0.51
ENR-00280,STU-0034,MAC-COMP-8220,2026W,3.57,A-,completed,4.0,6.2,0.77
ENR-01075,STU-0034,MAC-COMP-8130,2026W,2.67,B-,completed,4.0,13.5,0.46
ENR-01329,STU-0034,MAC-COMP-8540,2026W,3.0,B,completed,4.0,7.3,0.94
ENR-00290,STU-0035,MAC-COMP-8220,2025F,3.8,A,completed,4.0,12.0,0.72
ENR-00291,STU-0035,MAC-COMP-8250,2025F,3.6,A-,completed,4.0,10.7,0.73
ENR-00292,STU-0035,MAC-BU-7600,2025F,3.07,B+,completed,4.0,9.8,0.84
ENR-00287,STU-0035,MAC-COMP-8150,2025S,3.15,B+,completed,5.0,13.5,0.79
ENR-00288,STU-0035,MAC-COMP-8470,2025S,3.6,A-,completed,5.0,13.1,0.9
ENR-00289,STU-0035,MAC-COMP-8340,2025S,3.04,B+,completed,3.0,7.4,0.94
ENR-01142,STU-0035,MAC-COMP-8380,2025S,3.33,B+,completed,3.0,10.6,0.66
ENR-01372,STU-0035,MAC-COMP-8540,2025S,3.67,A-,completed,5.0,10.2,0.69
ENR-01565,STU-0035,MAC-COMP-8700,2025S,3.0,B,completed,3.0,8.8,0.83
ENR-01930,STU-0035,MAC-COMP-8380,2025S,3.33,B+,completed,3.0,10.6,0.66
ENR-02160,STU-0035,MAC-COMP-8540,2025S,3.67,A-,completed,5.0,10.2,0.69
ENR-02353,STU-0035,MAC-COMP-8700,2025S,3.0,B,completed,3.0,8.8,0.83
ENR-00297,STU-0036,MAC-COMP-8110,2025F,3.24,B+,completed,5.0,9.0,0.94
ENR-01030,STU-0036,MAC-COMP-8130,2025F,3.33,B+,completed,4.0,12.9,0.61
ENR-01476,STU-0036,MAC-COMP-8610,2025F,3.8,A,completed,4.0,11.6,0.47
ENR-01572,STU-0036,MAC-COMP-8700,2025F,2.33,C+,completed,4.0,6.4,0.58
ENR-01818,STU-0036,MAC-COMP-8130,2025F,3.33,B+,completed,4.0,12.9,0.61
ENR-02264,STU-0036,MAC-COMP-8610,2025F,3.8,A,completed,4.0,11.6,0.47
ENR-02360,STU-0036,MAC-COMP-8700,2025F,2.33,C+,completed,4.0,6.4,0.58
ENR-01235,STU-0036,MAC-COMP-8490,2025S,3.8,A,completed,4.0,6.1,0.81
ENR-02023,STU-0036,MAC-COMP-8490,2025S,3.8,A,completed,4.0,6.1,0.81
ENR-01091,STU-0036,MAC-COMP-8207,2026F,2.67,B-,completed,5.0,7.0,0.63
ENR-01156,STU-0036,MAC-COMP-8380,2026F,4.0,A+,completed,4.0,10.0,0.44
ENR-00302,STU-0037,MAC-COMP-8110,2024F,3.14,B+,completed,4.0,11.4,0.58
ENR-01449,STU-0037,MAC-COMP-8590,2025S,3.33,B+,completed,5.0,8.1,0.68
ENR-02237,STU-0037,MAC-COMP-8590,2025S,3.33,B+,completed,5.0,8.1,0.68
ENR-00303,STU-0037,MAC-COMP-8150,2025W,3.44,A-,completed,3.0,13.5,0.55
ENR-00304,STU-0037,MAC-COMP-8250,2025W,2.8,B,completed,3.0,6.1,0.56
ENR-01311,STU-0037,MAC-COMP-8500,2026S,3.0,B,completed,5.0,10.0,0.88
ENR-01755,STU-0037,MAC-BU-8130,2026S,3.67,A-,completed,4.0,11.2,0.78
ENR-00307,STU-0038,MAC-COMP-8110,2024F,3.88,A,completed,4.0,7.2,0.86
ENR-00312,STU-0038,MAC-COMP-8150,2025S,3.7,A,completed,5.0,13.9,0.53
ENR-00313,STU-0038,MAC-COMP-8340,2025S,3.15,B+,completed,3.0,13.9,0.78
ENR-00314,STU-0038,MAC-BU-7700,2025S,3.24,B+,completed,4.0,9.7,0.77
ENR-00315,STU-0038,MAC-COMP-8890,2025S,3.33,A-,completed,4.0,9.3,0.5
ENR-01701,STU-0038,MAC-BU-8120,2025S,3.67,A-,completed,3.0,8.4,0.76
ENR-02489,STU-0038,MAC-BU-8120,2025S,3.67,A-,completed,3.0,8.4,0.76
ENR-00308,STU-0038,MAC-COMP-8220,2025W,3.09,B+,completed,5.0,13.8,0.48
ENR-00309,STU-0038,MAC-COMP-8470,2025W,3.07,B+,completed,5.0,11.5,0.93
ENR-00310,STU-0038,MAC-COMP-8250,2025W,3.47,A-,completed,4.0,7.6,0.58
ENR-01341,STU-0038,MAC-COMP-8540,2026F,3.0,B,completed,5.0,8.7,0.59
ENR-00316,STU-0039,MAC-COMP-8110,2025F,2.9,B,completed,4.0,11.0,0.54
ENR-01687,STU-0039,MAC-BU-8120,2025F,3.33,B+,completed,5.0,13.3,0.79
ENR-02475,STU-0039,MAC-BU-8120,2025F,3.33,B+,completed,5.0,13.3,0.79
ENR-01505,STU-0039,MAC-COMP-8610,2025S,2.67,B-,completed,4.0,6.1,0.52
ENR-02293,STU-0039,MAC-COMP-8610,2025S,2.67,B-,completed,4.0,6.1,0.52
ENR-00318,STU-0039,MAC-COMP-8220,2026W,3.31,A-,completed,3.0,12.3,0.7
ENR-00319,STU-0039,MAC-COMP-8150,2026W,3.31,A-,completed,5.0,10.2,0.77
ENR-00320,STU-0039,MAC-COMP-8250,2026W,3.37,A-,completed,4.0,10.4,0.84
ENR-01203,STU-0039,MAC-COMP-8490,2026W,3.33,B+,completed,4.0,12.2,0.83
ENR-00321,STU-0040,MAC-COMP-8110,2024F,2.92,B,completed,3.0,10.5,0.67
ENR-00326,STU-0040,MAC-COMP-8470,2025S,3.92,A+,completed,5.0,12.3,0.58
ENR-00329,STU-0040,MAC-COMP-8890,2025S,3.25,B+,completed,3.0,9.8,0.74
ENR-01278,STU-0040,MAC-COMP-8500,2025S,3.67,A-,completed,3.0,11.1,0.94
ENR-01525,STU-0040,MAC-COMP-8640,2025S,3.33,B+,completed,3.0,7.6,0.94
ENR-01763,STU-0040,MAC-BU-8130,2025S,4.0,A+,completed,3.0,7.3,0.93
ENR-02066,STU-0040,MAC-COMP-8500,2025S,3.67,A-,completed,3.0,11.1,0.94
ENR-02313,STU-0040,MAC-COMP-8640,2025S,3.33,B+,completed,3.0,7.6,0.94
ENR-02551,STU-0040,MAC-BU-8130,2025S,4.0,A+,completed,3.0,7.3,0.93
ENR-00322,STU-0040,MAC-COMP-8220,2025W,3.75,A,completed,4.0,13.9,0.87
ENR-00323,STU-0040,MAC-COMP-8150,2025W,4.0,A+,completed,4.0,13.2,0.68
ENR-00330,STU-0041,MAC-COMP-8110,2025F,3.8,A,completed,4.0,12.5,0.77
ENR-01568,STU-0041,MAC-COMP-8700,2025F,3.0,B,completed,4.0,7.3,0.44
ENR-01809,STU-0041,MAC-BU-8140,2025F,3.33,B+,completed,3.0,8.0,0.56
ENR-02356,STU-0041,MAC-COMP-8700,2025F,3.0,B,completed,4.0,7.3,0.44
ENR-02597,STU-0041,MAC-BU-8140,2025F,3.33,B+,completed,3.0,8.0,0.56
ENR-01174,STU-0041,MAC-COMP-8390,2025S,3.0,B,completed,4.0,10.2,0.65
ENR-01962,STU-0041,MAC-COMP-8390,2025S,3.0,B,completed,4.0,10.2,0.65
ENR-01619,STU-0041,MAC-COMP-8740,2026S,2.67,B-,completed,5.0,12.8,0.66
ENR-02407,STU-0041,MAC-COMP-8740,2026S,2.67,B-,completed,5.0,12.8,0.66
ENR-00331,STU-0041,MAC-COMP-8150,2026W,2.92,B,completed,3.0,12.2,0.66
ENR-00332,STU-0041,MAC-COMP-8250,2026W,3.24,B+,completed,4.0,9.8,0.94
ENR-00333,STU-0041,MAC-COMP-8220,2026W,3.67,A-,completed,5.0,6.2,0.87
ENR-00335,STU-0042,MAC-COMP-8110,2025F,2.36,B-,completed,5.0,6.8,0.9
ENR-01153,STU-0042,MAC-COMP-8380,2025S,2.67,B-,completed,3.0,10.4,0.76
ENR-01712,STU-0042,MAC-BU-8120,2025S,3.8,A,completed,4.0,9.8,0.69
ENR-01941,STU-0042,MAC-COMP-8380,2025S,2.67,B-,completed,3.0,10.4,0.76
ENR-02500,STU-0042,MAC-BU-8120,2025S,3.8,A,completed,4.0,9.8,0.69
ENR-00345,STU-0042,MAC-COMP-8720,2026F,3.26,B+,completed,5.0,11.0,0.55
ENR-00340,STU-0042,MAC-COMP-8340,2026S,3.4,A-,completed,3.0,7.9,0.71
ENR-00342,STU-0042,MAC-BU-7700,2026S,3.09,B+,completed,4.0,13.0,0.65
ENR-01375,STU-0042,MAC-COMP-8570,2026S,3.0,B,completed,5.0,6.3,0.62
ENR-01485,STU-0042,MAC-COMP-8610,2026S,3.67,A-,completed,5.0,6.0,0.93
ENR-01515,STU-0042,MAC-COMP-8640,2026S,2.33,C+,completed,3.0,13.4,0.5
ENR-02163,STU-0042,MAC-COMP-8570,2026S,3.0,B,completed,5.0,6.3,0.62
ENR-02273,STU-0042,MAC-COMP-8610,2026S,3.67,A-,completed,5.0,6.0,0.93
ENR-02303,STU-0042,MAC-COMP-8640,2026S,2.33,C+,completed,3.0,13.4,0.5
ENR-00354,STU-0043,MAC-BU-7600,2025F,3.92,A+,completed,5.0,13.4,0.79
ENR-01261,STU-0043,MAC-COMP-8500,2025F,2.0,C,completed,4.0,8.9,0.92
ENR-02049,STU-0043,MAC-COMP-8500,2025F,2.0,C,completed,4.0,8.9,0.92
ENR-00348,STU-0043,MAC-COMP-8220,2025S,3.35,A-,completed,5.0,8.2,0.76
ENR-00349,STU-0043,MAC-COMP-8150,2025S,3.24,B+,completed,5.0,6.1,0.95
ENR-00350,STU-0043,MAC-COMP-8340,2025S,3.47,A-,completed,3.0,9.4,0.79
ENR-00351,STU-0043,MAC-COMP-8250,2025S,3.53,A-,completed,4.0,9.4,0.55
ENR-00347,STU-0043,MAC-COMP-8110,2025W,2.66,B-,completed,5.0,7.5,0.49
ENR-01748,STU-0043,MAC-BU-8130,2026S,2.67,B-,completed,5.0,13.2,0.73
ENR-00362,STU-0044,MAC-BU-7600,2025F,2.5,B-,completed,5.0,11.4,0.86
ENR-00363,STU-0044,MAC-BU-7700,2025F,3.28,B+,completed,4.0,12.1,0.56
ENR-00364,STU-0044,MAC-COMP-8890,2025F,3.83,A,completed,5.0,10.3,0.94
ENR-01077,STU-0044,MAC-COMP-8207,2025F,2.67,B-,completed,3.0,13.8,0.85
ENR-01281,STU-0044,MAC-COMP-8500,2025F,2.0,C,completed,4.0,12.6,0.78
ENR-01317,STU-0044,MAC-COMP-8540,2025F,3.0,B,completed,5.0,13.7,0.9
ENR-01865,STU-0044,MAC-COMP-8207,2025F,2.67,B-,completed,3.0,13.8,0.85
ENR-02069,STU-0044,MAC-COMP-8500,2025F,2.0,C,completed,4.0,12.6,0.78
ENR-02105,STU-0044,MAC-COMP-8540,2025F,3.0,B,completed,5.0,13.7,0.9
ENR-00357,STU-0044,MAC-COMP-8220,2025S,3.16,B+,completed,3.0,7.5,0.72
ENR-00358,STU-0044,MAC-COMP-8470,2025S,3.23,B+,completed,3.0,9.5,0.8
ENR-00359,STU-0044,MAC-COMP-8340,2025S,2.85,B,completed,3.0,9.1,0.75
ENR-00360,STU-0044,MAC-COMP-8150,2025S,2.71,B,completed,5.0,13.9,0.63
ENR-00356,STU-0044,MAC-COMP-8110,2025W,2.75,B,completed,5.0,6.6,0.6
ENR-00365,STU-0045,MAC-COMP-8110,2024F,3.12,B+,completed,5.0,7.4,0.46
ENR-01703,STU-0045,MAC-BU-8120,2025F,2.67,B-,completed,4.0,11.4,0.83
ENR-02491,STU-0045,MAC-BU-8120,2025F,2.67,B-,completed,4.0,11.4,0.83
ENR-01501,STU-0045,MAC-COMP-8610,2025S,3.67,A-,completed,4.0,12.3,0.84
ENR-02289,STU-0045,MAC-COMP-8610,2025S,3.67,A-,completed,4.0,12.3,0.84
ENR-00366,STU-0045,MAC-COMP-8340,2025W,3.25,B+,completed,4.0,11.4,0.56
ENR-00367,STU-0045,MAC-COMP-8470,2025W,2.83,B,completed,4.0,6.2,0.78
ENR-00370,STU-0046,MAC-COMP-8110,2024F,3.09,B+,completed,5.0,8.3,0.75
ENR-01073,STU-0046,MAC-COMP-8130,2025F,3.0,B,completed,5.0,9.0,0.49
ENR-01122,STU-0046,MAC-COMP-8207,2025F,3.67,A-,completed,5.0,9.7,0.54
ENR-01502,STU-0046,MAC-COMP-8610,2025F,3.33,B+,completed,3.0,10.0,0.73
ENR-01861,STU-0046,MAC-COMP-8130,2025F,3.0,B,completed,5.0,9.0,0.49
ENR-01910,STU-0046,MAC-COMP-8207,2025F,3.67,A-,completed,5.0,9.7,0.54
ENR-02290,STU-0046,MAC-COMP-8610,2025F,3.33,B+,completed,3.0,10.0,0.73
ENR-00378,STU-0046,MAC-COMP-8890,2025S,3.54,A-,completed,4.0,8.8,0.83
ENR-01749,STU-0046,MAC-BU-8130,2025S,2.67,B-,completed,5.0,6.7,0.76
ENR-02537,STU-0046,MAC-BU-8130,2025S,2.67,B-,completed,5.0,6.7,0.76
ENR-00371,STU-0046,MAC-COMP-8220,2025W,3.06,B+,completed,4.0,7.0,0.57
ENR-00372,STU-0046,MAC-COMP-8340,2025W,3.57,A-,completed,5.0,12.9,0.87
ENR-00373,STU-0046,MAC-COMP-8150,2025W,3.53,A-,completed,4.0,8.4,0.87
ENR-00374,STU-0046,MAC-COMP-8470,2025W,3.45,A-,completed,3.0,6.4,0.79
ENR-01130,STU-0047,MAC-COMP-8380,2025F,3.67,A-,completed,4.0,9.9,0.6
ENR-01918,STU-0047,MAC-COMP-8380,2025F,3.67,A-,completed,4.0,9.9,0.6
ENR-00380,STU-0047,MAC-COMP-8220,2025S,3.11,B+,completed,5.0,13.7,0.53
ENR-00381,STU-0047,MAC-COMP-8250,2025S,3.07,B+,completed,3.0,13.0,0.73
ENR-00382,STU-0047,MAC-COMP-8470,2025S,3.99,A+,completed,4.0,13.3,0.66
ENR-00383,STU-0047,MAC-COMP-8150,2025S,3.43,A-,completed,4.0,13.5,0.47
ENR-01189,STU-0047,MAC-COMP-8390,2025S,3.67,A-,completed,5.0,13.8,0.76
ENR-01484,STU-0047,MAC-COMP-8610,2025S,4.0,A+,completed,3.0,11.0,0.86
ENR-01765,STU-0047,MAC-BU-8130,2025S,2.67,B-,completed,4.0,10.9,0.8
ENR-01977,STU-0047,MAC-COMP-8390,2025S,3.67,A-,completed,5.0,13.8,0.76
ENR-02272,STU-0047,MAC-COMP-8610,2025S,4.0,A+,completed,3.0,11.0,0.86
ENR-00389,STU-0048,MAC-COMP-8220,2025F,3.19,B+,completed,3.0,13.2,0.52
ENR-00390,STU-0048,MAC-BU-7600,2025F,4.0,A+,completed,3.0,11.1,0.66
ENR-00391,STU-0048,MAC-BU-7700,2025F,3.22,B+,completed,3.0,9.5,0.54
ENR-00385,STU-0048,MAC-COMP-8470,2025S,3.19,B+,completed,5.0,9.8,0.65
ENR-00386,STU-0048,MAC-COMP-8340,2025S,3.93,A+,completed,3.0,8.8,0.89
ENR-00387,STU-0048,MAC-COMP-8150,2025S,3.62,A-,completed,4.0,10.0,0.64
ENR-00388,STU-0048,MAC-COMP-8250,2025S,3.88,A,completed,3.0,11.5,0.88
ENR-00384,STU-0048,MAC-COMP-8110,2025W,2.89,B,completed,4.0,10.4,0.59
ENR-00396,STU-0049,MAC-COMP-8110,2025F,3.86,A,completed,5.0,10.1,0.48
ENR-01552,STU-0049,MAC-COMP-8700,2025F,3.67,A-,completed,5.0,6.2,0.66
ENR-02340,STU-0049,MAC-COMP-8700,2025F,3.67,A-,completed,5.0,6.2,0.66
ENR-01787,STU-0049,MAC-BU-8140,2026F,2.67,B-,completed,3.0,6.8,0.6
ENR-02575,STU-0049,MAC-BU-8140,2026F,2.67,B-,completed,3.0,6.8,0.6
ENR-01661,STU-0049,MAC-COMP-8790,2026S,3.8,A,completed,4.0,9.6,0.72
ENR-02449,STU-0049,MAC-COMP-8790,2026S,3.8,A,completed,4.0,9.6,0.72
ENR-00397,STU-0049,MAC-COMP-8470,2026W,2.61,B-,completed,5.0,7.1,0.83
ENR-00398,STU-0049,MAC-COMP-8150,2026W,2.66,B-,completed,4.0,7.9,0.81
ENR-00401,STU-0050,MAC-COMP-8110,2024F,3.44,A-,completed,3.0,12.8,0.78
ENR-00409,STU-0050,MAC-BU-7700,2025F,3.11,B+,completed,4.0,9.9,0.52
ENR-00410,STU-0050,MAC-COMP-8720,2025F,2.86,B,completed,3.0,12.1,0.85
ENR-00406,STU-0050,MAC-COMP-8220,2025S,3.23,B+,completed,3.0,13.4,0.56
ENR-00407,STU-0050,MAC-BU-7500,2025S,2.77,B,completed,4.0,8.9,0.6
ENR-00408,STU-0050,MAC-BU-7600,2025S,3.66,A-,completed,3.0,6.7,0.67
ENR-01217,STU-0050,MAC-COMP-8490,2025S,3.8,A,completed,5.0,12.7,0.45
ENR-02005,STU-0050,MAC-COMP-8490,2025S,3.8,A,completed,5.0,12.7,0.45
ENR-00402,STU-0050,MAC-COMP-8340,2025W,3.24,B+,completed,4.0,13.6,0.7
ENR-01403,STU-0051,MAC-COMP-8570,2025F,3.33,B+,completed,5.0,6.1,0.7
ENR-02191,STU-0051,MAC-COMP-8570,2025F,3.33,B+,completed,5.0,6.1,0.7
ENR-00415,STU-0051,MAC-COMP-8220,2025S,3.28,B+,completed,3.0,7.5,0.71
ENR-00416,STU-0051,MAC-COMP-8470,2025S,3.06,B+,completed,5.0,12.0,0.6
ENR-00413,STU-0051,MAC-COMP-8110,2025W,3.71,A,completed,5.0,10.3,0.83
ENR-01463,STU-0051,MAC-COMP-8610,2026F,3.33,B+,completed,5.0,11.2,0.63
ENR-02251,STU-0051,MAC-COMP-8610,2026F,3.33,B+,completed,5.0,11.2,0.63
ENR-01248,STU-0051,MAC-COMP-8490,2026S,3.67,A-,completed,3.0,9.5,0.57
